Age,Tenure_Months,Monthly_Charges,Total_Charges,Num_Products,Support_Calls,Satisfaction_Score,Contract_Type,Payment_Method,Internet_Service,Churn
53,61,44.67,2593.76,2,1,1,Two Year,Bank Transfer,DSL,0
23,56,67.1,3695.86,3,3,5,Month-to-Month,Mailed Check,DSL,0
48,3,86.19,306.45,1,3,4,Month-to-Month,Bank Transfer,Fiber Optic,1
36,63,95.12,5946.38,4,3,1,Month-to-Month,Electronic Check,DSL,1
61,19,95.39,1822.56,2,0,1,One Year,Credit Card,Fiber Optic,0
56,23,77.79,1726.27,3,0,4,Month-to-Month,Bank Transfer,No,0
44,29,110.44,3239.34,1,1,3,Month-to-Month,Credit Card,DSL,1
27,30,101.74,3098.76,1,1,4,Month-to-Month,Mailed Check,Fiber Optic,1
43,39,95.7,3768.9,3,4,5,Month-to-Month,Mailed Check,No,0
36,25,25.56,690.63,1,1,4,Two Year,Bank Transfer,No,0
56,8,20.69,243.72,3,2,2,Month-to-Month,Credit Card,Fiber Optic,1
20,58,41.24,2333.22,1,1,4,One Year,Electronic Check,Fiber Optic,0
62,16,86.35,1342.17,2,2,5,One Year,Credit Card,DSL,0
30,1,61.12,106.0,1,0,4,Month-to-Month,Bank Transfer,Fiber Optic,1
67,5,60.24,357.71,2,4,4,Month-to-Month,Credit Card,No,1
45,3,108.46,291.66,2,2,3,One Year,Credit Card,Fiber Optic,0
37,65,109.56,7084.21,1,0,3,Month-to-Month,Mailed Check,Fiber Optic,1
45,4,110.92,411.07,1,2,4,Month-to-Month,Bank Transfer,DSL,1
25,64,51.39,3208.71,1,3,5,One Year,Credit Card,Fiber Optic,0
58,10,89.11,827.53,2,2,4,One Year,Bank Transfer,Fiber Optic,1
56,21,47.16,928.0,2,2,4,One Year,Electronic Check,Fiber Optic,0
18,46,39.06,1782.06,2,2,2,One Year,Bank Transfer,DSL,0
20,27,38.46,1051.96,2,0,2,Month-to-Month,Electronic Check,Fiber Optic,0
30,66,54.21,3599.53,2,0,3,Month-to-Month,Bank Transfer,Fiber Optic,0
45,41,63.0,2557.57,1,1,2,Month-to-Month,Bank Transfer,DSL,0
66,13,103.09,1315.97,1,3,4,One Year,Credit Card,DSL,1
42,9,31.99,294.09,1,4,3,Two Year,Credit Card,DSL,1
50,36,93.49,3290.84,4,2,4,Month-to-Month,Electronic Check,Fiber Optic,0
55,58,73.15,4290.67,3,2,4,Month-to-Month,Electronic Check,Fiber Optic,1
23,54,48.79,2698.93,1,2,3,Month-to-Month,Mailed Check,No,0
61,12,69.28,800.08,2,0,2,Two Year,Credit Card,DSL,1
62,14,49.99,679.94,3,0,4,One Year,Electronic Check,No,0
49,34,79.61,2768.91,2,0,5,Month-to-Month,Credit Card,Fiber Optic,0
62,53,63.38,3352.99,1,0,4,Two Year,Bank Transfer,Fiber Optic,0
64,20,36.44,758.21,1,1,1,Two Year,Mailed Check,DSL,0
38,16,31.66,501.94,2,2,1,Month-to-Month,Credit Card,DSL,0
33,70,74.67,5304.72,4,3,3,Two Year,Credit Card,No,0
38,56,110.24,6197.94,2,6,2,Month-to-Month,Credit Card,DSL,0
28,58,54.4,3182.58,1,3,4,Month-to-Month,Credit Card,DSL,0
54,4,93.3,401.52,1,2,4,Month-to-Month,Electronic Check,DSL,1
53,4,85.87,315.72,3,2,3,Two Year,Electronic Check,No,0
52,20,113.16,2240.04,3,0,3,One Year,Mailed Check,DSL,0
36,10,102.1,1059.46,2,1,2,Month-to-Month,Bank Transfer,DSL,1
37,24,76.66,1846.16,2,2,5,Two Year,Bank Transfer,Fiber Optic,0
35,26,85.7,2169.32,1,1,3,Month-to-Month,Mailed Check,Fiber Optic,0
64,37,109.84,4157.74,3,1,4,One Year,Bank Transfer,Fiber Optic,0
58,54,59.95,3286.2,3,0,3,One Year,Electronic Check,Fiber Optic,0
66,21,52.68,1108.16,1,0,4,Month-to-Month,Credit Card,No,0
31,38,21.08,787.36,2,3,3,Month-to-Month,Bank Transfer,No,0
32,46,102.66,4732.29,1,1,3,Two Year,Credit Card,No,0
48,4,100.1,426.28,1,1,4,Month-to-Month,Credit Card,DSL,0
18,60,30.45,1725.35,1,4,4,One Year,Electronic Check,No,0
20,57,77.69,4533.95,1,3,3,Month-to-Month,Credit Card,DSL,0
33,45,66.4,2948.51,1,2,2,One Year,Bank Transfer,DSL,0
40,20,31.87,637.3,2,5,3,Month-to-Month,Electronic Check,No,0
28,17,118.06,2008.76,2,2,3,Month-to-Month,Mailed Check,No,0
29,71,41.47,3044.21,2,1,4,Month-to-Month,Electronic Check,Fiber Optic,0
27,4,26.72,102.47,1,4,5,Two Year,Bank Transfer,No,1
49,14,79.48,1192.15,1,4,1,Month-to-Month,Electronic Check,No,0
33,3,93.89,302.01,2,4,2,Month-to-Month,Bank Transfer,Fiber Optic,1
25,58,23.24,1299.83,1,3,2,Two Year,Bank Transfer,Fiber Optic,0
55,55,85.87,4729.59,1,1,3,One Year,Electronic Check,Fiber Optic,1
29,4,73.23,286.99,3,3,3,Month-to-Month,Bank Transfer,DSL,0
41,24,30.33,673.72,2,0,4,Two Year,Mailed Check,DSL,0
45,34,37.25,1284.39,3,0,2,One Year,Bank Transfer,Fiber Optic,0
25,30,76.8,2305.11,2,4,4,Month-to-Month,Mailed Check,Fiber Optic,0
45,19,49.64,970.98,1,5,5,Month-to-Month,Mailed Check,DSL,0
53,31,113.83,3538.4,2,2,5,One Year,Bank Transfer,DSL,1
43,60,101.87,6079.64,1,1,5,One Year,Credit Card,Fiber Optic,0
25,60,118.36,7140.02,2,1,4,Month-to-Month,Mailed Check,No,0
67,19,45.97,842.21,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,1
45,49,116.97,5576.55,3,3,2,Month-to-Month,Electronic Check,Fiber Optic,0
45,63,63.12,3982.99,1,0,2,One Year,Mailed Check,No,0
54,22,54.75,1176.8,4,2,1,Month-to-Month,Mailed Check,No,1
58,24,25.03,619.83,3,0,4,Month-to-Month,Mailed Check,Fiber Optic,0
53,30,25.28,858.34,2,2,5,One Year,Mailed Check,No,0
44,58,89.2,5274.99,2,0,2,One Year,Credit Card,Fiber Optic,0
34,31,65.79,2031.23,2,5,4,Month-to-Month,Mailed Check,DSL,1
26,64,42.65,2688.27,3,2,4,Month-to-Month,Bank Transfer,DSL,0
50,19,81.4,1575.83,2,2,5,Month-to-Month,Credit Card,Fiber Optic,1
37,48,45.29,2155.41,3,7,4,Month-to-Month,Mailed Check,Fiber Optic,0
30,45,77.76,3518.79,2,1,5,Two Year,Bank Transfer,Fiber Optic,0
45,55,55.92,3042.56,4,3,3,One Year,Bank Transfer,Fiber Optic,0
65,55,102.36,5642.33,2,0,3,Month-to-Month,Credit Card,DSL,0
46,18,102.07,1796.66,2,1,3,Month-to-Month,Credit Card,DSL,0
30,63,67.74,4326.83,3,2,3,Month-to-Month,Bank Transfer,Fiber Optic,0
63,47,55.08,2559.26,3,1,1,One Year,Credit Card,DSL,0
52,57,56.26,3239.88,2,2,4,Month-to-Month,Credit Card,Fiber Optic,1
23,45,100.57,4462.41,1,0,4,Two Year,Electronic Check,Fiber Optic,0
35,33,52.82,1782.12,2,1,4,One Year,Credit Card,Fiber Optic,0
68,17,40.91,647.15,4,0,3,Month-to-Month,Electronic Check,DSL,0
22,70,28.47,2005.96,3,4,3,Two Year,Credit Card,Fiber Optic,1
64,4,66.67,317.84,3,2,3,One Year,Credit Card,No,0
42,20,68.21,1354.2,1,1,1,One Year,Bank Transfer,No,1
19,47,104.09,4840.77,2,0,4,Two Year,Electronic Check,No,0
27,15,42.12,656.64,2,8,2,Month-to-Month,Credit Card,Fiber Optic,0
47,70,58.1,4024.95,3,1,1,Month-to-Month,Mailed Check,DSL,0
67,47,100.84,4719.27,1,3,4,Two Year,Credit Card,Fiber Optic,0
62,9,102.36,934.51,3,2,1,One Year,Bank Transfer,No,0
22,16,58.46,1003.39,2,1,5,Two Year,Bank Transfer,DSL,0
50,69,65.91,4549.12,1,1,3,Month-to-Month,Bank Transfer,DSL,0
18,61,50.33,3071.27,1,4,5,One Year,Electronic Check,DSL,0
35,10,113.26,1169.48,1,1,1,Month-to-Month,Electronic Check,Fiber Optic,0
49,50,31.86,1595.52,2,1,4,Month-to-Month,Electronic Check,Fiber Optic,0
64,3,113.37,371.89,1,2,3,Month-to-Month,Mailed Check,DSL,1
66,70,88.39,6241.23,1,2,4,Month-to-Month,Electronic Check,No,1
28,51,73.16,3714.77,3,0,3,Month-to-Month,Bank Transfer,Fiber Optic,0
38,19,23.27,278.38,1,2,3,One Year,Electronic Check,DSL,1
43,42,67.56,2796.62,1,1,5,Month-to-Month,Electronic Check,Fiber Optic,1
42,35,60.77,2187.38,2,3,3,Month-to-Month,Credit Card,DSL,1
39,46,36.12,1659.83,2,1,1,Month-to-Month,Electronic Check,Fiber Optic,0
44,26,85.64,2209.68,3,2,3,Month-to-Month,Credit Card,DSL,0
66,69,117.12,8139.62,2,6,4,Two Year,Electronic Check,Fiber Optic,0
30,64,76.22,4873.01,3,3,3,Month-to-Month,Credit Card,Fiber Optic,0
50,37,91.48,3280.13,2,0,3,Month-to-Month,Bank Transfer,Fiber Optic,1
51,49,26.85,1240.38,1,2,1,Two Year,Electronic Check,DSL,0
58,21,61.77,1318.1,1,4,4,One Year,Bank Transfer,Fiber Optic,0
52,64,31.64,2021.62,2,0,4,One Year,Electronic Check,No,0
18,5,81.28,479.13,1,3,3,One Year,Mailed Check,DSL,0
38,70,113.85,7932.84,2,2,3,Two Year,Mailed Check,DSL,1
65,4,86.18,329.24,2,3,1,Month-to-Month,Bank Transfer,Fiber Optic,0
23,39,27.68,1035.29,1,2,2,Two Year,Bank Transfer,Fiber Optic,0
45,35,55.47,1915.42,1,3,2,Two Year,Mailed Check,DSL,0
34,1,75.07,-19.53,1,1,3,One Year,Mailed Check,Fiber Optic,1
22,24,60.32,1428.4,2,3,3,One Year,Credit Card,Fiber Optic,0
48,57,103.36,5888.93,2,1,5,One Year,Electronic Check,No,0
22,70,101.47,7096.08,2,5,1,Month-to-Month,Mailed Check,DSL,0
55,41,81.18,3435.86,1,0,4,Month-to-Month,Bank Transfer,Fiber Optic,1
20,54,57.35,3188.57,2,6,3,Two Year,Bank Transfer,DSL,0
40,46,45.53,2056.84,3,3,3,Month-to-Month,Mailed Check,Fiber Optic,0
54,60,30.59,1733.2,1,2,5,Month-to-Month,Bank Transfer,Fiber Optic,1
54,60,55.49,3324.44,2,3,2,One Year,Electronic Check,Fiber Optic,0
27,57,61.32,3514.07,4,1,1,Month-to-Month,Credit Card,No,1
27,31,87.58,2671.96,1,3,4,Month-to-Month,Electronic Check,DSL,1
36,24,85.82,2019.13,2,1,3,One Year,Credit Card,Fiber Optic,0
34,36,27.01,1051.49,1,2,1,One Year,Credit Card,DSL,0
38,30,59.53,1773.02,2,2,3,Month-to-Month,Mailed Check,Fiber Optic,0
31,24,38.18,949.43,1,1,3,Two Year,Bank Transfer,DSL,0
26,30,35.68,1023.88,4,2,4,Month-to-Month,Credit Card,No,1
63,7,102.73,716.26,2,2,2,Month-to-Month,Mailed Check,No,0
18,35,24.19,829.83,3,2,3,Month-to-Month,Bank Transfer,No,0
68,55,61.92,3371.83,2,5,3,One Year,Bank Transfer,DSL,0
62,14,36.82,573.25,2,1,3,Month-to-Month,Credit Card,Fiber Optic,1
30,10,107.93,1009.86,2,0,5,Month-to-Month,Bank Transfer,DSL,1
21,16,75.7,1226.2,3,4,1,Two Year,Electronic Check,No,1
18,54,43.14,2311.8,4,4,5,Month-to-Month,Bank Transfer,Fiber Optic,0
66,70,70.24,4937.54,2,3,4,One Year,Electronic Check,Fiber Optic,0
57,44,93.15,4081.52,4,4,4,One Year,Bank Transfer,Fiber Optic,1
49,45,115.81,5254.81,2,2,3,Two Year,Credit Card,DSL,0
51,56,42.04,2307.25,2,0,3,One Year,Credit Card,Fiber Optic,0
45,57,108.62,6249.22,2,0,5,Month-to-Month,Mailed Check,DSL,0
48,21,113.43,2380.59,1,3,5,Month-to-Month,Electronic Check,No,0
25,68,111.64,7525.09,1,4,2,Two Year,Electronic Check,No,0
56,50,83.54,4211.01,1,2,2,Two Year,Credit Card,Fiber Optic,1
43,33,82.98,2728.4,2,0,3,Month-to-Month,Credit Card,No,0
51,7,60.32,336.85,1,0,5,One Year,Credit Card,Fiber Optic,1
20,70,95.24,6683.42,2,1,3,Month-to-Month,Electronic Check,No,1
67,15,73.13,1147.28,4,1,4,Two Year,Mailed Check,DSL,0
29,32,87.74,2871.79,1,2,4,Two Year,Electronic Check,Fiber Optic,0
18,20,62.85,1238.08,2,0,4,Two Year,Credit Card,Fiber Optic,0
61,15,93.15,1404.52,1,0,4,Two Year,Mailed Check,DSL,0
22,48,102.45,4920.13,1,1,3,Two Year,Bank Transfer,Fiber Optic,0
47,71,34.64,2533.93,3,2,5,Month-to-Month,Bank Transfer,DSL,0
47,21,103.29,2128.57,2,1,4,Two Year,Credit Card,No,0
34,42,74.03,3086.03,3,4,4,One Year,Mailed Check,DSL,0
65,26,104.47,2674.48,1,2,3,Two Year,Credit Card,Fiber Optic,0
64,14,63.13,811.36,2,3,4,One Year,Electronic Check,No,0
40,57,57.9,3312.69,1,2,3,Month-to-Month,Electronic Check,DSL,1
32,37,111.51,4205.93,1,3,2,One Year,Mailed Check,Fiber Optic,0
54,58,45.12,2607.04,1,0,4,One Year,Credit Card,Fiber Optic,0
38,21,104.42,2148.73,1,4,3,Month-to-Month,Credit Card,DSL,1
31,69,68.4,4728.94,1,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
19,3,71.41,243.69,1,2,3,One Year,Mailed Check,DSL,0
28,37,50.85,1873.63,4,1,4,Month-to-Month,Credit Card,DSL,0
68,49,77.3,3857.88,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,1
56,19,52.52,957.26,1,1,4,Month-to-Month,Credit Card,Fiber Optic,1
55,12,23.93,272.81,1,1,3,Two Year,Credit Card,No,1
51,61,47.2,2894.0,2,0,4,One Year,Electronic Check,No,0
55,41,20.64,865.89,1,3,4,Month-to-Month,Electronic Check,Fiber Optic,0
67,33,117.84,3891.08,3,5,3,One Year,Credit Card,Fiber Optic,0
51,50,116.57,5764.58,4,2,3,One Year,Electronic Check,DSL,0
35,68,59.52,4164.26,1,1,4,Month-to-Month,Bank Transfer,DSL,0
47,71,92.84,6579.84,2,0,4,Month-to-Month,Bank Transfer,Fiber Optic,0
32,33,54.58,1806.65,1,1,4,One Year,Bank Transfer,No,1
44,24,87.11,2121.48,2,2,4,Month-to-Month,Electronic Check,DSL,0
68,61,100.54,6101.11,2,0,3,One Year,Electronic Check,DSL,0
51,61,114.68,6998.33,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
69,28,60.02,1646.7,1,1,3,Month-to-Month,Mailed Check,DSL,0
55,58,98.33,5723.92,2,1,2,Two Year,Electronic Check,Fiber Optic,0
50,43,46.59,1989.57,2,5,4,Month-to-Month,Bank Transfer,Fiber Optic,0
41,41,119.03,4893.67,1,0,1,One Year,Bank Transfer,Fiber Optic,0
32,39,22.58,828.29,2,2,5,Month-to-Month,Bank Transfer,DSL,0
47,49,80.35,3895.7,2,0,4,Month-to-Month,Mailed Check,No,1
59,17,85.95,1392.89,3,0,5,Month-to-Month,Credit Card,DSL,0
68,70,88.8,6180.47,1,0,5,Month-to-Month,Bank Transfer,No,0
34,70,32.04,2114.12,3,3,3,Month-to-Month,Mailed Check,Fiber Optic,0
22,65,113.85,7384.89,2,4,4,Month-to-Month,Credit Card,No,1
46,5,38.12,163.89,1,4,2,One Year,Mailed Check,Fiber Optic,1
21,2,82.28,172.11,2,1,1,One Year,Mailed Check,DSL,1
27,22,42.27,932.17,2,2,4,Month-to-Month,Credit Card,No,1
34,57,50.72,2953.89,4,2,1,Two Year,Electronic Check,Fiber Optic,0
27,66,74.65,5056.62,1,1,5,Month-to-Month,Electronic Check,DSL,0
34,16,61.72,1044.4,2,3,4,Month-to-Month,Bank Transfer,DSL,0
37,51,36.02,1814.36,1,3,4,One Year,Credit Card,Fiber Optic,0
41,39,37.09,1421.84,4,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0
22,40,61.81,2515.83,1,1,4,Month-to-Month,Mailed Check,Fiber Optic,0
51,38,95.73,3553.57,4,3,1,Month-to-Month,Electronic Check,Fiber Optic,1
23,60,109.8,6572.24,4,0,4,Two Year,Bank Transfer,Fiber Optic,0
19,59,28.41,1664.28,1,3,2,One Year,Bank Transfer,Fiber Optic,1
30,10,59.31,622.31,3,2,4,Month-to-Month,Electronic Check,Fiber Optic,0
60,64,30.02,1951.97,4,1,2,Month-to-Month,Mailed Check,DSL,1
60,63,21.66,1327.35,1,3,1,Two Year,Bank Transfer,No,0
65,49,86.17,4201.61,2,3,3,One Year,Bank Transfer,DSL,0
28,64,80.24,5157.62,2,2,2,Month-to-Month,Credit Card,Fiber Optic,0
68,32,36.3,1121.65,1,3,4,Month-to-Month,Credit Card,Fiber Optic,0
64,7,43.38,363.97,1,2,2,Month-to-Month,Electronic Check,Fiber Optic,0
40,21,22.37,500.23,1,1,3,Month-to-Month,Electronic Check,DSL,1
33,20,103.49,2078.38,1,3,4,Two Year,Mailed Check,DSL,1
48,26,117.47,3073.77,2,1,3,Month-to-Month,Mailed Check,Fiber Optic,0
28,68,33.55,2258.06,1,2,3,Month-to-Month,Bank Transfer,No,0
33,15,43.15,615.94,3,2,4,Two Year,Credit Card,Fiber Optic,0
25,14,106.84,1474.52,2,4,2,One Year,Mailed Check,Fiber Optic,0
21,27,112.65,3066.55,1,1,1,One Year,Bank Transfer,DSL,0
57,40,61.96,2488.45,2,1,3,Month-to-Month,Bank Transfer,DSL,0
21,58,25.06,1432.34,2,2,3,One Year,Electronic Check,DSL,0
42,28,23.94,707.8,4,3,3,One Year,Credit Card,DSL,0
20,26,77.39,2003.44,1,1,3,Month-to-Month,Bank Transfer,Fiber Optic,1
49,63,59.29,3700.6,1,1,4,Two Year,Electronic Check,DSL,0
20,66,22.87,1522.14,4,2,1,Two Year,Bank Transfer,DSL,0
44,25,78.33,1907.6,4,1,3,One Year,Credit Card,Fiber Optic,0
46,3,21.13,-20.97,2,2,3,Month-to-Month,Bank Transfer,No,1
49,44,98.74,4344.3,3,2,4,Month-to-Month,Bank Transfer,No,1
67,42,50.64,2094.01,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,0
68,6,24.03,131.47,2,1,3,Month-to-Month,Mailed Check,DSL,1
36,39,78.84,3026.42,1,2,5,One Year,Electronic Check,Fiber Optic,0
38,52,59.77,3168.49,1,1,3,Month-to-Month,Bank Transfer,DSL,0
22,23,117.38,2666.67,3,2,1,Two Year,Electronic Check,Fiber Optic,0
35,50,74.42,3699.4,1,2,2,Month-to-Month,Credit Card,Fiber Optic,0
45,43,47.52,2062.25,2,3,3,Month-to-Month,Electronic Check,Fiber Optic,1
59,19,90.94,1659.03,4,3,3,One Year,Bank Transfer,No,0
39,69,47.15,3180.82,1,2,1,Month-to-Month,Mailed Check,Fiber Optic,0
38,51,110.42,5650.47,4,4,3,Two Year,Mailed Check,Fiber Optic,0
23,11,57.47,609.92,4,4,3,Two Year,Electronic Check,DSL,0
18,12,74.99,854.81,2,1,2,Month-to-Month,Mailed Check,No,0
22,8,25.06,230.65,1,3,3,Month-to-Month,Bank Transfer,DSL,1
58,24,62.61,1462.04,1,1,5,Month-to-Month,Bank Transfer,No,1
29,41,103.24,4219.11,2,0,3,One Year,Credit Card,DSL,0
43,36,100.56,3575.35,1,3,4,Month-to-Month,Mailed Check,DSL,1
63,55,42.43,2348.82,1,3,4,One Year,Mailed Check,No,0
51,9,42.61,450.09,4,0,3,Month-to-Month,Credit Card,DSL,0
66,47,101.73,4688.26,1,0,2,One Year,Electronic Check,No,1
31,15,113.04,1701.23,2,4,3,One Year,Credit Card,DSL,0
43,48,29.54,1460.75,1,1,4,Month-to-Month,Mailed Check,No,1
62,42,65.01,2709.35,2,4,3,Month-to-Month,Electronic Check,Fiber Optic,1
44,60,53.75,3168.45,4,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0
26,70,107.07,7515.95,1,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0
43,12,28.35,390.28,1,3,5,Month-to-Month,Credit Card,DSL,1
64,2,41.11,126.75,2,2,3,Month-to-Month,Bank Transfer,No,0
39,7,95.25,685.05,2,2,4,Two Year,Mailed Check,DSL,0
64,3,25.13,80.29,2,0,3,Two Year,Credit Card,Fiber Optic,0
47,3,69.25,162.8,1,3,5,Two Year,Mailed Check,Fiber Optic,0
60,27,64.21,1776.93,1,2,3,Month-to-Month,Mailed Check,Fiber Optic,0
65,40,53.44,2178.1,4,2,3,One Year,Electronic Check,DSL,0
34,33,59.46,1905.28,4,1,5,Month-to-Month,Electronic Check,DSL,1
43,1,72.99,91.21,2,1,4,Month-to-Month,Electronic Check,DSL,0
53,8,36.14,321.76,3,1,2,Month-to-Month,Bank Transfer,No,0
18,32,77.2,2514.51,2,3,2,Month-to-Month,Electronic Check,DSL,1
25,48,100.54,4822.17,2,1,4,Month-to-Month,Mailed Check,No,1
66,4,96.02,341.2,1,4,4,Month-to-Month,Credit Card,DSL,1
52,70,35.39,2452.19,2,2,3,Two Year,Credit Card,DSL,0
69,19,34.92,613.12,2,1,4,Month-to-Month,Mailed Check,Fiber Optic,0
32,32,46.82,1495.69,1,1,4,Two Year,Bank Transfer,DSL,0
64,9,56.11,492.65,2,3,3,Month-to-Month,Credit Card,Fiber Optic,0
39,12,60.85,837.45,3,2,4,Month-to-Month,Mailed Check,No,0
31,11,87.97,1012.4,2,0,2,Month-to-Month,Mailed Check,DSL,0
43,46,25.67,1229.3,2,3,5,One Year,Mailed Check,No,0
45,16,23.47,399.09,4,1,4,Month-to-Month,Credit Card,Fiber Optic,0
40,1,59.19,40.82,1,0,4,Month-to-Month,Credit Card,DSL,1
31,63,89.72,5638.59,2,6,3,Month-to-Month,Electronic Check,DSL,0
41,21,39.34,816.95,3,1,2,Month-to-Month,Electronic Check,No,0
19,30,84.15,2533.91,2,4,3,One Year,Mailed Check,DSL,0
62,13,45.98,617.2,1,3,4,Month-to-Month,Mailed Check,No,1
43,34,108.61,3692.78,1,3,4,Month-to-Month,Mailed Check,Fiber Optic,1
31,4,109.57,423.75,3,3,3,Two Year,Mailed Check,DSL,1
68,28,49.73,1362.73,2,3,4,Month-to-Month,Credit Card,Fiber Optic,0
24,59,43.0,2467.37,3,1,4,One Year,Electronic Check,No,0
20,27,61.13,1714.68,2,0,1,One Year,Bank Transfer,Fiber Optic,1
64,69,44.05,3149.73,2,1,3,Two Year,Mailed Check,Fiber Optic,0
40,25,87.24,2240.97,3,1,4,Month-to-Month,Electronic Check,No,0
63,3,102.61,244.88,2,0,3,One Year,Mailed Check,DSL,0
60,68,87.31,5976.43,1,1,4,Month-to-Month,Credit Card,No,0
64,25,102.44,2612.19,2,3,3,One Year,Bank Transfer,No,0
62,20,59.7,1173.83,3,0,5,Month-to-Month,Electronic Check,Fiber Optic,0
35,34,35.63,1235.87,1,0,1,Month-to-Month,Electronic Check,No,0
55,26,93.8,2415.98,1,2,3,Two Year,Bank Transfer,Fiber Optic,1
52,5,56.05,356.7,1,1,1,Month-to-Month,Credit Card,Fiber Optic,1
68,61,87.13,5333.2,4,4,2,Two Year,Bank Transfer,Fiber Optic,0
32,9,47.06,377.68,1,0,3,Two Year,Electronic Check,Fiber Optic,1
42,50,28.12,1439.49,2,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0
54,6,119.26,768.5,2,4,5,Month-to-Month,Credit Card,DSL,1
45,60,35.62,2147.11,2,2,5,Month-to-Month,Credit Card,Fiber Optic,1
27,44,118.84,5252.93,2,4,3,Two Year,Mailed Check,DSL,0
56,11,117.73,1291.54,1,1,4,Month-to-Month,Bank Transfer,DSL,0
34,66,99.38,6502.37,2,2,3,One Year,Bank Transfer,DSL,0
56,47,85.94,4031.59,3,0,4,One Year,Electronic Check,No,0
39,3,77.78,259.49,3,2,4,Two Year,Credit Card,Fiber Optic,0
43,30,106.61,3191.9,1,2,1,One Year,Bank Transfer,Fiber Optic,1
61,21,48.94,1067.78,3,4,4,One Year,Electronic Check,DSL,0
42,28,66.77,1849.95,2,1,4,Month-to-Month,Mailed Check,Fiber Optic,0
34,62,81.94,5063.95,3,5,3,Month-to-Month,Bank Transfer,DSL,0
30,33,61.12,2058.52,2,1,5,Month-to-Month,Bank Transfer,DSL,0
37,35,62.75,2207.34,2,0,5,Two Year,Electronic Check,Fiber Optic,0
42,52,53.03,2736.97,4,3,3,One Year,Electronic Check,Fiber Optic,0
21,34,76.42,2649.97,3,1,4,One Year,Credit Card,DSL,0
27,41,105.06,4273.02,2,3,5,One Year,Credit Card,Fiber Optic,0
20,51,40.15,2011.3,1,4,3,Month-to-Month,Credit Card,No,0
58,47,113.44,5190.21,1,0,3,Month-to-Month,Bank Transfer,DSL,1
62,58,88.91,5129.08,1,1,2,Month-to-Month,Electronic Check,DSL,1
35,57,102.33,5898.25,1,2,5,Month-to-Month,Credit Card,Fiber Optic,0
64,23,75.62,1635.65,1,1,4,One Year,Bank Transfer,DSL,0
53,48,97.95,4654.0,3,4,2,Month-to-Month,Credit Card,No,0
64,22,21.62,497.59,1,1,5,One Year,Mailed Check,Fiber Optic,1
39,17,101.84,1619.04,2,4,4,One Year,Bank Transfer,Fiber Optic,0
51,69,24.01,1631.16,1,0,5,Month-to-Month,Credit Card,Fiber Optic,0
64,11,108.99,1255.93,1,0,1,Month-to-Month,Credit Card,Fiber Optic,1
25,15,119.2,1890.15,1,2,3,Month-to-Month,Mailed Check,DSL,1
57,35,49.41,1743.86,1,4,4,Month-to-Month,Mailed Check,No,1
66,33,41.03,1307.67,3,4,3,One Year,Credit Card,Fiber Optic,0
61,16,96.54,1496.63,3,1,4,Month-to-Month,Credit Card,DSL,0
36,34,45.3,1547.45,1,3,4,Two Year,Electronic Check,Fiber Optic,1
59,66,106.56,7047.01,2,1,3,One Year,Credit Card,DSL,1
58,40,30.28,1304.1,2,1,4,Month-to-Month,Credit Card,DSL,0
54,28,32.6,961.34,3,1,2,One Year,Electronic Check,Fiber Optic,0
23,47,117.92,5546.45,3,2,3,One Year,Electronic Check,Fiber Optic,1
69,39,87.38,3391.06,2,3,1,One Year,Credit Card,Fiber Optic,1
43,70,104.69,7479.04,2,3,3,Month-to-Month,Electronic Check,DSL,0
51,20,52.43,1079.93,3,0,3,Month-to-Month,Bank Transfer,Fiber Optic,0
62,1,87.65,54.21,1,0,4,Month-to-Month,Mailed Check,DSL,0
23,63,79.42,4992.23,2,0,4,Month-to-Month,Bank Transfer,Fiber Optic,0
54,67,80.32,5337.57,4,1,3,One Year,Mailed Check,Fiber Optic,0
50,4,88.25,232.77,2,2,4,One Year,Mailed Check,Fiber Optic,0
39,58,77.54,4512.95,2,3,1,Two Year,Credit Card,No,0
38,25,62.91,1661.87,2,2,2,Month-to-Month,Mailed Check,No,0
23,47,47.59,2155.2,1,3,4,Month-to-Month,Bank Transfer,No,1
23,38,96.86,3683.44,2,3,4,One Year,Credit Card,No,0
65,15,42.63,604.1,2,4,4,Month-to-Month,Electronic Check,Fiber Optic,0
21,63,89.24,5648.2,2,2,3,Month-to-Month,Bank Transfer,No,0
47,21,43.33,901.31,2,1,4,Month-to-Month,Credit Card,No,0
28,57,82.53,4636.21,3,2,4,Month-to-Month,Mailed Check,Fiber Optic,0
47,53,94.71,4970.57,1,2,5,One Year,Bank Transfer,DSL,1
48,46,41.87,1884.5,2,2,2,Month-to-Month,Mailed Check,DSL,1
41,14,25.99,431.08,2,1,4,One Year,Credit Card,No,0
26,17,33.1,627.36,2,1,4,Two Year,Credit Card,Fiber Optic,0
